Year,Numeric_Year,Season,District,Region,Soil_Quality,Area_Hectares,Production_Tonnes,Yield_Kg_per_Ha,Irrigation_Percent,Rainfall_mm,Temperature_Celsius,Humidity_Percent,Soil_pH,Soil_Organic_Carbon_Percent,Soil_Nitrogen_kg_per_ha,Soil_Phosphorus_kg_per_ha,Soil_Potassium_kg_per_ha,Urea_Applied_kg_per_ha,DAP_Applied_kg_per_ha,Potash_Applied_kg_per_ha,Organic_Fertilizer_kg_per_ha,Pest_Incidence,Disease_Incidence,Pesticide_Sprays,Seed_Variety,Sowing_Method,Water_Management,Weed_Management,Labor_Days_per_ha,Tractor_Hours_per_ha,Harvester_Used,Cost_of_Cultivation_Rs_per_ha,Market_Price_Rs_per_quintal,Gross_Revenue_Rs_per_ha,Net_Income_Rs_per_ha
2018-19,2018,Rabi,Udupi,Coastal,medium-low,11827,30442,2574,52,283,29.5,70,6.62,0.41,163.6,20.1,171.7,165,64,59,533,Low,Medium,5,Jyothi,Transplanting,Drip,Herbicide,119,17,No,44853,2034,52355,7502
2018-19,2018,Kharif,Uttara Kannada,Coastal,medium-low,44037,94459,2145,50,1059,30.1,75,6.02,0.78,259.4,27.9,106.8,131,72,66,518,Low,High,3,JGL-1798,SRI,Drip,Manual,87,34,Yes,44603,2180,46761,2158
2018-19,2018,Rabi,Uttara Kannada,Coastal,medium-low,22001,47522,2160,50,180,26.2,65,7.4,0.78,261.3,26.2,127.2,114,70,31,1518,Low,Medium,5,Rasi,Direct Seeding,Drip,Mixed,121,15,Yes,45865,1829,39506,-6358
2018-19,2018,Kharif,Vijayapura,North,medium-low,51165,132977,2599,56,1152,30.7,73,6.07,0.49,239.8,20.5,123.7,101,94,44,688,Medium,Low,2,Jyothi,Direct Seeding,Drip,Mixed,136,19,Yes,45204,2287,59439,14235
2018-19,2018,Rabi,Vijayapura,North,medium-low,18971,50349,2654,56,231,23.3,81,6.81,0.78,250.3,11.9,173.9,173,75,38,949,High,Low,3,JGL-1798,SRI,Flood Irrigation,Mixed,92,37,No,44250,2429,64465,20215
2018-19,2018,Kharif,Yadgir,North,medium-low,21391,48493,2267,51,656,23.8,81,6.45,0.66,219.3,21.8,177.5,134,66,50,1364,Medium,High,3,Intan,SRI,Flood Irrigation,Mixed,129,35,Yes,41484,1986,45022,3538
2018-19,2018,Rabi,Yadgir,North,medium-low,9658,19287,1997,51,117,30.4,67,6.24,0.46,235.8,19.7,151.6,180,101,58,939,Medium,High,4,Intan,Direct Seeding,Flood Irrigation,Mixed,115,35,No,46051,1990,39740,-6310
2019-20,2019,Kharif,Bagalkot,North,medium,26729,85960,3216,69,899,29.7,74,6.99,0.63,201.4,20.4,109.5,146,104,71,552,High,Low,2,JGL-1798,Direct Seeding,Flood Irrigation,Manual,150,37,No,39138,2155,69304,30166
2019-20,2019,Rabi,Bagalkot,North,medium,15436,46632,3021,69,383,31.8,62,7.45,0.79,177.4,26.4,232.8,165,74,39,1893,Low,Low,3,Rasi,SRI,Drip,Mixed,99,33,Yes,52470,2171,65585,13115
2019-20,2019,Kharif,Ballari,North,high,74763,324321,4338,80,943,23.7,65,6.15,0.38,245.1,22.4,226.5,196,69,64,1748,Medium,Low,4,BPT-5204,Direct Seeding,Drip,Herbicide,146,28,No,50335,2129,92356,42021
2019-20,2019,Rabi,Ballari,North,high,23974,109009,4547,80,253,22.0,68,7.06,0.63,181.3,24.7,189.1,108,57,78,1340,Low,Low,5,MTU-1010,Transplanting,Flood Irrigation,Herbicide,100,35,No,47812,2405,109355,61543
2019-20,2019,Kharif,Belagavi,North,medium-low,24407,61725,2529,58,758,22.7,68,6.21,0.5,258.9,21.7,200.8,126,106,39,1876,Medium,Medium,2,Rasi,Transplanting,Sprinkler,Herbicide,147,18,No,42608,2476,62618,20010
2019-20,2019,Rabi,Belagavi,North,medium-low,18085,42264,2337,58,163,27.4,79,6.68,0.34,296.8,28.2,151.2,134,55,54,1023,Low,High,5,Jyothi,SRI,Flood Irrigation,Mixed,142,39,No,42360,2335,54568,12208
2019-20,2019,Kharif,Bengaluru Rural,South,medium,21021,56063,2667,63,1149,28.0,79,7.3,0.42,277.5,19.9,205.2,155,103,33,1806,Low,Medium,4,IR-64,SRI,Sprinkler,Herbicide,133,36,No,46687,1885,50272,3585
2019-20,2019,Rabi,Bengaluru Rural,South,medium,9500,23151,2437,63,348,24.4,75,6.33,0.52,189.9,29.9,223.9,162,98,68,1562,High,Medium,2,Intan,Transplanting,Sprinkler,Mixed,92,33,Yes,38849,2044,49812,10963
2019-20,2019,Kharif,Bidar,North,medium-low,30680,80841,2635,54,1126,31.0,73,7.22,0.66,156.0,22.9,166.0,158,116,32,1316,High,High,5,Rasi,Transplanting,Flood Irrigation,Mixed,103,15,No,38237,2099,55308,17071
2019-20,2019,Rabi,Bidar,North,medium-low,17558,44667,2544,54,333,30.5,68,6.54,0.64,202.9,29.3,141.5,200,56,50,1438,High,High,4,MTU-1010,Transplanting,Flood Irrigation,Mixed,150,35,No,48150,2156,54848,6698
2019-20,2019,Kharif,Chamarajanagar,South,medium,46434,145709,3138,60,911,30.6,70,6.53,0.57,270.8,29.3,147.5,139,62,76,685,High,Medium,4,Intan,Direct Seeding,Sprinkler,Manual,128,21,No,50906,2159,67749,16843
2019-20,2019,Rabi,Chamarajanagar,South,medium,16041,45652,2846,60,285,29.5,65,6.48,0.36,237.3,28.2,205.0,171,87,78,1646,High,Low,5,Intan,SRI,Flood Irrigation,Manual,91,17,No,43630,1949,55468,11838
2019-20,2019,Kharif,Chikkaballapura,South,medium,43995,120502,2739,59,762,26.0,72,6.16,0.78,272.2,27.7,144.1,172,60,50,960,Medium,Low,3,Intan,Transplanting,Sprinkler,Herbicide,83,30,Yes,42175,2051,56176,14001
2019-20,2019,Rabi,Chikkaballapura,South,medium,26903,64782,2408,59,210,23.5,69,6.37,0.31,241.8,26.8,162.2,170,74,56,881,High,High,5,Rasi,SRI,Drip,Mixed,113,37,No,43636,2241,53963,10327
2019-20,2019,Kharif,Chikkamagaluru,South,medium,31037,99908,3219,65,640,25.2,71,6.12,0.65,198.2,26.5,205.4,168,66,36,1539,High,Medium,6,IR-64,Transplanting,Sprinkler,Manual,124,37,Yes,50246,2075,66794,16548
2019-20,2019,Rabi,Chikkamagaluru,South,medium,20830,69509,3337,65,335,28.2,75,6.89,0.33,299.4,10.4,167.3,183,57,52,1476,High,Low,2,Rasi,Direct Seeding,Flood Irrigation,Mixed,115,33,No,35903,2412,80488,44585
2019-20,2019,Kharif,Chitradurga,Central,medium-low,35557,97283,2736,58,1182,31.4,72,6.32,0.53,230.8,23.5,149.6,172,115,56,795,High,High,6,IR-64,Transplanting,Sprinkler,Manual,125,33,Yes,37326,2428,66430,29104
2019-20,2019,Rabi,Chitradurga,Central,medium-low,10523,26949,2561,58,182,29.3,67,7.47,0.69,298.4,26.7,104.4,163,65,51,682,Low,Medium,6,Rasi,SRI,Drip,Herbicide,128,37,No,39538,2151,55087,15549
2019-20,2019,Kharif,Dakshina Kannada,Coastal,medium-low,24018,55865,2326,55,763,23.8,73,7.32,0.55,177.7,18.0,134.0,182,60,51,1425,Low,High,4,BPT-5204,SRI,Flood Irrigation,Mixed,87,36,No,38129,1972,45868,7739
2019-20,2019,Rabi,Dakshina Kannada,Coastal,medium-low,9274,25058,2702,55,370,22.1,70,6.58,0.31,285.8,21.3,228.9,122,74,70,1771,Medium,Low,6,JGL-1798,Direct Seeding,Flood Irrigation,Mixed,99,34,No,53808,1981,53526,-281
2019-20,2019,Kharif,Davanagere,Central,high,67359,328509,4877,78,1190,23.8,64,7.22,0.52,243.3,28.7,233.2,115,89,48,720,Medium,High,3,Intan,SRI,Flood Irrigation,Manual,143,21,Yes,46055,2265,110464,64409
2019-20,2019,Rabi,Davanagere,Central,high,45062,190837,4235,78,299,29.8,63,7.0,0.33,186.9,12.8,244.1,162,74,80,1327,Low,Medium,2,Jyothi,SRI,Sprinkler,Mixed,92,31,Yes,45503,2339,99056,53553
2019-20,2019,Kharif,Dharwad,North,medium,38264,125276,3274,67,944,27.2,84,6.82,0.4,198.0,19.0,129.7,180,104,55,1391,Medium,Low,5,BPT-5204,Direct Seeding,Flood Irrigation,Herbicide,141,34,No,45023,2309,75596,30573
2019-20,2019,Rabi,Dharwad,North,medium,25111,78823,3139,67,128,27.3,61,6.28,0.34,283.8,25.0,185.7,122,90,77,598,High,Low,2,IR-64,Direct Seeding,Flood Irrigation,Herbicide,148,16,No,51658,2336,73327,21669
2019-20,2019,Kharif,Gadag,North,medium,48993,140266,2863,60,779,28.8,61,7.37,0.35,292.5,27.8,206.9,109,76,61,923,High,High,6,BPT-5204,Transplanting,Drip,Manual,94,24,Yes,42877,2475,70859,27982
2019-20,2019,Rabi,Gadag,North,medium,25662,82246,3205,60,269,31.8,72,7.24,0.49,275.7,10.9,121.3,131,83,57,1893,High,High,4,JGL-1798,SRI,Sprinkler,Herbicide,132,37,Yes,48627,2223,71247,22620
2019-20,2019,Kharif,Hassan,South,medium,31296,101273,3236,68,594,30.2,75,6.38,0.31,253.9,10.8,215.1,116,78,34,1805,Low,Low,3,MTU-1010,Direct Seeding,Flood Irrigation,Manual,148,25,Yes,43404,2497,80802,37398
2019-20,2019,Rabi,Hassan,South,medium,23671,83511,3528,68,303,24.8,69,6.43,0.59,166.3,12.4,223.4,125,61,65,1519,Low,Low,6,BPT-5204,Direct Seeding,Drip,Manual,94,22,Yes,47716,1988,70136,22420
2019-20,2019,Kharif,Haveri,North,medium,20293,70781,3488,62,469,24.4,79,6.56,0.67,216.3,25.4,199.4,164,74,79,930,High,Medium,2,Intan,Transplanting,Flood Irrigation,Herbicide,112,20,No,50139,2005,69934,19795
2019-20,2019,Rabi,Haveri,North,medium,27437,84259,3071,62,300,25.8,69,6.76,0.41,244.1,16.7,208.2,103,106,34,1003,High,High,4,Intan,Transplanting,Flood Irrigation,Mixed,120,16,Yes,37134,2219,68145,31011
2019-20,2019,Kharif,Kalaburagi,North,medium-low,36579,99202,2712,57,1033,29.2,83,7.4,0.49,171.5,12.1,135.0,148,50,66,619,Medium,High,2,MTU-1010,Transplanting,Sprinkler,Manual,149,17,Yes,50611,2385,64681,14070
2019-20,2019,Rabi,Kalaburagi,North,medium-low,22254,52652,2366,57,298,26.5,83,6.36,0.55,187.5,29.6,195.5,161,69,59,1598,Medium,Low,3,IR-64,SRI,Sprinkler,Manual,129,23,Yes,47061,1821,43084,-3976
2019-20,2019,Kharif,Kodagu,South,low,33343,83190,2495,48,547,22.4,73,7.07,0.57,184.0,18.0,226.0,145,76,55,1362,Medium,Medium,5,Jyothi,Direct Seeding,Drip,Herbicide,123,25,No,39361,2342,58432,19071
2019-20,2019,Rabi,Kodagu,South,low,13395,26053,1945,48,197,27.7,83,6.99,0.61,285.1,21.0,214.6,152,97,71,1128,Low,Medium,3,Jyothi,Transplanting,Sprinkler,Mixed,137,24,No,36667,2004,38977,2310
2019-20,2019,Kharif,Kolar,South,medium,25300,71396,2822,61,560,28.6,76,6.65,0.77,153.6,14.1,185.1,122,84,77,1893,High,Low,5,Intan,Transplanting,Flood Irrigation,Herbicide,120,29,Yes,39278,2298,64849,25571
2019-20,2019,Rabi,Kolar,South,medium,15621,43348,2775,61,371,29.4,61,7.01,0.69,162.9,10.2,229.3,106,92,35,1141,Medium,Low,3,JGL-1798,Direct Seeding,Flood Irrigation,Herbicide,120,33,No,50567,2146,59551,8984
2019-20,2019,Kharif,Koppal,North,high,87070,389289,4471,85,710,23.0,77,6.24,0.74,174.5,12.4,236.5,152,70,65,1631,High,Medium,4,Rasi,Transplanting,Flood Irrigation,Mixed,98,29,Yes,36290,1938,86647,50357
2019-20,2019,Rabi,Koppal,North,high,33858,150532,4446,85,344,23.7,60,6.88,0.79,204.4,18.8,185.8,157,52,61,1875,High,Medium,4,BPT-5204,Direct Seeding,Flood Irrigation,Manual,97,34,No,47898,1953,86830,38932
2019-20,2019,Kharif,Mandya,South,high,42638,248536,5829,90,1084,24.0,80,6.48,0.66,292.3,11.7,190.4,163,52,69,1708,Medium,Low,4,MTU-1010,Direct Seeding,Flood Irrigation,Mixed,115,31,Yes,51043,2126,123924,72881
2019-20,2019,Rabi,Mandya,South,high,25216,101494,4025,90,222,29.0,68,6.67,0.52,156.1,25.0,214.0,158,60,51,1629,Low,Low,6,BPT-5204,SRI,Sprinkler,Manual,118,27,Yes,50404,2189,88107,37703
2019-20,2019,Kharif,Mysuru,South,medium,31717,97624,3078,70,1088,24.7,72,6.5,0.7,278.0,25.7,161.1,143,66,52,1972,Medium,High,3,Jyothi,Direct Seeding,Drip,Manual,137,36,Yes,45440,2321,71440,26000
2019-20,2019,Rabi,Mysuru,South,medium,27321,78438,2871,70,165,30.1,63,6.36,0.39,159.7,21.4,135.5,111,59,30,1980,Low,High,4,MTU-1010,SRI,Flood Irrigation,Manual,138,35,No,38467,2427,69679,31212
2019-20,2019,Kharif,Raichur,North,high,43462,182192,4192,82,542,24.0,83,7.39,0.39,257.7,11.8,164.9,187,79,43,602,High,Low,5,IR-64,SRI,Sprinkler,Manual,140,21,No,54839,1990,83420,28581
2019-20,2019,Rabi,Raichur,North,high,37422,153467,4101,82,131,26.4,76,6.01,0.39,179.7,12.9,181.3,124,65,74,655,Low,Low,4,MTU-1010,Transplanting,Flood Irrigation,Herbicide,117,34,No,51602,2455,100679,49077
2019-20,2019,Kharif,Ramanagara,South,medium,27857,80729,2898,66,656,30.2,83,6.36,0.3,283.6,23.7,142.2,120,58,33,628,Medium,Medium,2,Intan,Direct Seeding,Flood Irrigation,Mixed,137,15,Yes,45433,2402,69609,24176
2019-20,2019,Rabi,Ramanagara,South,medium,24809,79512,3205,66,285,29.0,79,7.02,0.33,189.4,26.8,167.6,195,111,53,1523,Medium,Medium,4,Intan,SRI,Flood Irrigation,Manual,101,16,No,48426,2276,72945,24519
2019-20,2019,Kharif,Shivamogga,Central,high,68929,302529,4389,75,812,26.6,74,6.68,0.37,262.6,18.4,103.7,117,90,54,1794,Low,Medium,4,BPT-5204,Direct Seeding,Sprinkler,Manual,99,33,Yes,42110,1897,83259,41149
2019-20,2019,Rabi,Shivamogga,Central,high,19141,77846,4067,75,176,24.7,66,6.03,0.5,195.5,29.1,182.4,129,74,61,1742,High,Medium,5,Jyothi,Transplanting,Drip,Mixed,87,26,Yes,37192,2131,86667,49475
2019-20,2019,Kharif,Tumakuru,South,medium,43624,132616,3040,64,696,23.4,76,7.42,0.7,212.5,10.3,146.2,120,93,70,1136,High,High,5,Intan,Transplanting,Sprinkler,Manual,147,24,No,47234,1931,58702,11468
2019-20,2019,Rabi,Tumakuru,South,medium,16698,47338,2835,64,342,22.6,74,6.56,0.42,291.7,23.8,236.5,140,110,80,1074,High,Medium,6,MTU-1010,Direct Seeding,Sprinkler,Manual,96,25,Yes,54426,2424,68720,14294
2019-20,2019,Kharif,Udupi,Coastal,medium-low,26044,71751,2755,52,655,26.9,75,7.34,0.46,282.1,17.7,122.3,141,60,63,1505,Medium,High,4,BPT-5204,Direct Seeding,Drip,Manual,115,37,Yes,46920,1860,51243,4323
2019-20,2019,Rabi,Udupi,Coastal,medium-low,18802,40236,2140,52,101,25.3,79,6.72,0.37,190.9,16.4,247.8,177,118,42,1822,Low,High,6,BPT-5204,Direct Seeding,Sprinkler,Manual,104,31,No,43133,2185,46759,3626
2019-20,2019,Kharif,Uttara Kannada,Coastal,medium-low,33014,85341,2585,50,411,25.0,66,6.22,0.31,247.7,25.2,111.8,159,68,58,1781,Medium,High,3,Intan,Direct Seeding,Drip,Manual,115,29,No,41480,2421,62582,21102
2019-20,2019,Rabi,Uttara Kannada,Coastal,medium-low,18389,38488,2093,50,400,23.3,60,6.19,0.73,232.9,17.4,147.3,192,98,65,552,High,Medium,4,Jyothi,Transplanting,Drip,Mixed,84,35,No,45617,2379,49792,4175
2019-20,2019,Kharif,Vijayapura,North,medium-low,45516,122301,2687,56,923,22.6,82,7.07,0.55,289.0,12.8,115.3,120,80,35,1237,Medium,Medium,2,Jyothi,Direct Seeding,Flood Irrigation,Herbicide,131,32,Yes,52192,2226,59812,7620
2019-20,2019,Rabi,Vijayapura,North,medium-low,22194,57593,2595,56,179,27.5,62,7.22,0.52,167.3,28.2,139.1,130,57,71,1899,High,Low,2,Rasi,SRI,Flood Irrigation,Herbicide,85,16,Yes,42623,1956,50758,8135
2019-20,2019,Kharif,Yadgir,North,medium-low,49790,109786,2205,51,727,25.2,84,6.95,0.5,226.5,15.8,103.5,191,103,65,639,Low,Low,6,BPT-5204,Transplanting,Flood Irrigation,Mixed,142,15,No,37641,2395,52809,15168
2019-20,2019,Rabi,Yadgir,North,medium-low,27035,58206,2153,51,184,26.0,64,6.8,0.76,261.6,15.6,183.4,165,99,40,912,High,Medium,4,JGL-1798,Direct Seeding,Drip,Herbicide,95,35,No,49799,1829,39378,-10420
2020-21,2020,Kharif,Bagalkot,North,medium,33398,116358,3484,69,1067,28.7,84,6.61,0.39,156.2,26.1,211.4,126,75,78,1667,High,High,4,MTU-1010,SRI,Sprinkler,Manual,118,26,No,36781,2463,85810,49029
2020-21,2020,Rabi,Bagalkot,North,medium,21578,61324,2842,69,229,24.2,60,6.46,0.41,177.1,16.7,174.9,192,99,76,1170,Medium,Medium,6,MTU-1010,Transplanting,Drip,Herbicide,116,40,Yes,37545,2431,69089,31544
2020-21,2020,Kharif,Ballari,North,high,41783,219235,5247,80,431,28.2,60,7.42,0.77,195.5,17.6,185.2,120,62,33,1253,Low,High,3,Jyothi,SRI,Drip,Manual,115,28,Yes,44747,1835,96282,51535
2020-21,2020,Rabi,Ballari,North,high,23009,93025,4043,80,234,26.6,85,7.37,0.36,245.5,29.0,218.9,160,72,30,730,Low,High,3,Jyothi,SRI,Sprinkler,Mixed,114,23,Yes,53455,2291,92625,39170
2020-21,2020,Kharif,Belagavi,North,medium-low,19264,56193,2917,58,556,24.2,72,7.02,0.31,224.6,26.6,161.9,101,55,72,629,Medium,High,4,Rasi,Direct Seeding,Flood Irrigation,Herbicide,83,36,No,41162,2040,59506,18344
2020-21,2020,Rabi,Belagavi,North,medium-low,22844,56127,2457,58,100,32.0,61,7.31,0.72,215.3,29.0,173.3,129,56,48,1245,Low,High,4,Jyothi,Direct Seeding,Sprinkler,Manual,127,36,No,53055,2353,57813,4758
2020-21,2020,Kharif,Bengaluru Rural,South,medium,22311,64300,2882,63,1054,25.5,65,6.87,0.49,297.5,25.3,122.1,186,113,73,1610,Medium,Medium,5,BPT-5204,SRI,Drip,Manual,122,26,No,49770,2352,67784,18014
2020-21,2020,Rabi,Bengaluru Rural,South,medium,26271,76290,2904,63,121,25.4,80,6.22,0.47,244.9,24.9,227.7,173,67,80,921,High,Medium,2,MTU-1010,Direct Seeding,Flood Irrigation,Mixed,149,16,Yes,53856,1804,52388,-1467
2020-21,2020,Kharif,Bidar,North,medium-low,26343,76605,2908,54,1080,31.4,83,6.34,0.65,200.2,12.3,209.8,147,120,55,1571,High,Medium,3,Intan,Direct Seeding,Sprinkler,Herbicide,93,22,No,40102,1992,57927,17825
2020-21,2020,Rabi,Bidar,North,medium-low,23373,47470,2031,54,358,30.0,75,6.22,0.34,292.5,14.8,160.9,126,119,70,697,Low,Low,2,BPT-5204,Direct Seeding,Flood Irrigation,Manual,103,39,Yes,37196,2059,41818,4622
2020-21,2020,Kharif,Chamarajanagar,South,medium,33659,109862,3264,60,832,31.4,81,6.6,0.65,195.0,17.8,131.3,154,111,70,1759,High,Low,5,BPT-5204,Direct Seeding,Drip,Herbicide,83,23,No,47574,2351,76736,29162
2020-21,2020,Rabi,Chamarajanagar,South,medium,24439,57113,2337,60,400,28.2,71,7.42,0.64,299.2,17.6,244.4,197,61,60,1016,High,Low,2,JGL-1798,SRI,Sprinkler,Mixed,92,29,No,46055,2047,47838,1783
2020-21,2020,Kharif,Chikkaballapura,South,medium,39244,128681,3279,59,435,25.2,77,7.17,0.73,182.5,18.2,101.5,116,53,62,1410,Low,High,3,Jyothi,Direct Seeding,Sprinkler,Mixed,129,40,Yes,43296,2399,78663,35367
2020-21,2020,Rabi,Chikkaballapura,South,medium,11456,31744,2771,59,351,23.7,74,6.44,0.38,193.5,16.6,116.5,119,59,42,1487,Medium,Low,2,Jyothi,SRI,Sprinkler,Manual,128,16,No,40985,2028,56195,15210
2020-21,2020,Kharif,Chikkamagaluru,South,medium,29499,109588,3715,65,997,30.5,67,7.07,0.7,292.2,12.3,124.7,116,53,58,1516,Medium,High,5,BPT-5204,SRI,Sprinkler,Mixed,127,35,Yes,48717,2285,84887,36170
2020-21,2020,Rabi,Chikkamagaluru,South,medium,9781,28051,2868,65,385,29.0,62,6.1,0.43,292.3,17.2,160.2,131,67,37,549,Low,Low,6,JGL-1798,SRI,Flood Irrigation,Herbicide,149,26,No,50659,1868,53574,2915
2020-21,2020,Kharif,Chitradurga,Central,medium-low,46135,135175,2930,58,996,26.1,77,6.06,0.4,195.1,24.9,158.6,147,57,62,524,Low,High,4,Intan,SRI,Flood Irrigation,Herbicide,97,25,Yes,50741,2018,59127,8386
2020-21,2020,Rabi,Chitradurga,Central,medium-low,12869,34385,2672,58,344,26.8,63,6.26,0.58,244.1,27.2,110.6,185,66,62,797,Low,Medium,6,BPT-5204,SRI,Flood Irrigation,Manual,132,35,No,42384,2068,55256,12872
2020-21,2020,Kharif,Dakshina Kannada,Coastal,medium-low,31951,73934,2314,55,842,22.4,70,7.17,0.31,250.7,28.6,158.6,177,78,77,760,Medium,High,6,Jyothi,SRI,Sprinkler,Manual,110,34,No,51290,1876,43410,-7879
2020-21,2020,Rabi,Dakshina Kannada,Coastal,medium-low,17729,43826,2472,55,313,22.7,62,7.06,0.69,265.9,10.8,141.6,135,109,71,1199,Medium,High,6,IR-64,Direct Seeding,Drip,Mixed,142,27,Yes,50378,2145,53024,2646
2020-21,2020,Kharif,Davanagere,Central,high,40579,197700,4872,78,750,27.3,79,6.95,0.43,190.2,15.4,143.3,165,79,50,1163,Low,High,3,IR-64,Direct Seeding,Flood Irrigation,Herbicide,146,36,No,44126,2070,100850,56724
2020-21,2020,Rabi,Davanagere,Central,high,42030,172323,4100,78,196,29.7,85,6.21,0.68,194.3,23.7,154.2,169,120,50,918,Medium,High,6,JGL-1798,Transplanting,Sprinkler,Mixed,117,35,Yes,41741,2412,98892,57151
2020-21,2020,Kharif,Dharwad,North,medium,46133,154222,3343,67,745,23.8,80,7.21,0.49,208.7,24.3,239.9,158,118,51,799,Medium,High,2,IR-64,Transplanting,Drip,Mixed,130,15,Yes,41190,2060,68865,27675
2020-21,2020,Rabi,Dharwad,North,medium,18969,54858,2892,67,381,27.8,68,6.77,0.51,189.9,29.6,194.2,162,63,60,1395,Medium,Medium,2,JGL-1798,Transplanting,Flood Irrigation,Herbicide,86,16,Yes,44088,1910,55237,11149
2020-21,2020,Kharif,Gadag,North,medium,37204,119015,3199,60,530,29.8,83,7.03,0.4,283.7,21.3,101.5,143,85,48,1380,Low,Low,3,Intan,SRI,Sprinkler,Herbicide,150,26,Yes,39971,1823,58317,18346
2020-21,2020,Rabi,Gadag,North,medium,20137,59404,2950,60,212,23.7,72,6.3,0.61,293.2,11.8,211.1,134,112,37,695,Low,Medium,3,JGL-1798,Direct Seeding,Sprinkler,Manual,102,22,No,38518,1803,53188,14670
2020-21,2020,Kharif,Hassan,South,medium,25754,93770,3641,68,845,27.8,79,7.27,0.52,184.8,26.9,161.3,156,106,39,1287,High,Medium,2,Intan,Direct Seeding,Flood Irrigation,Mixed,142,28,No,45553,1821,66302,20749
2020-21,2020,Rabi,Hassan,South,medium,19049,60251,3163,68,298,30.4,79,6.31,0.37,161.6,26.7,202.5,121,101,43,946,Medium,Medium,5,IR-64,Transplanting,Sprinkler,Herbicide,109,27,No,35795,2376,75152,39357
2020-21,2020,Kharif,Haveri,North,medium,25949,88070,3394,62,466,26.5,85,6.03,0.59,203.9,10.4,165.4,157,104,35,1395,Medium,Medium,3,IR-64,Direct Seeding,Drip,Herbicide,100,20,Yes,54185,2460,83492,29307
2020-21,2020,Rabi,Haveri,North,medium,19410,59161,3048,62,200,30.5,72,6.55,0.68,163.5,28.3,113.9,189,120,33,1012,Low,High,4,Jyothi,Transplanting,Drip,Manual,135,23,Yes,42506,2219,67635,25129
2020-21,2020,Kharif,Kalaburagi,North,medium-low,28446,69607,2447,57,468,24.3,62,6.93,0.59,267.5,27.4,230.0,194,72,48,1622,Medium,Medium,3,JGL-1798,Transplanting,Flood Irrigation,Mixed,89,17,Yes,43816,1983,48524,4708
2020-21,2020,Rabi,Kalaburagi,North,medium-low,19744,43456,2201,57,336,27.5,71,7.08,0.38,289.8,14.9,101.3,121,84,62,542,High,High,2,Jyothi,Transplanting,Flood Irrigation,Manual,140,19,Yes,42927,2423,53330,10403
2020-21,2020,Kharif,Kodagu,South,low,47772,106388,2227,48,685,26.6,74,6.26,0.35,187.2,22.8,213.2,108,98,38,501,Medium,Medium,6,MTU-1010,Direct Seeding,Sprinkler,Herbicide,150,32,No,52204,2277,50708,-1495
2020-21,2020,Rabi,Kodagu,South,low,22002,52078,2367,48,281,29.9,78,7.08,0.67,262.7,20.5,161.2,164,113,38,574,Low,Low,6,IR-64,Direct Seeding,Flood Irrigation,Mixed,132,27,No,44814,2182,51647,6833
2020-21,2020,Kharif,Kolar,South,medium,17807,50162,2817,61,603,29.5,66,6.65,0.62,172.1,27.3,218.6,195,67,71,1118,Medium,Low,3,BPT-5204,Transplanting,Drip,Herbicide,142,27,No,50243,2180,61410,11167
2020-21,2020,Rabi,Kolar,South,medium,26681,66195,2481,61,166,26.2,61,6.37,0.37,246.0,12.0,156.1,144,109,54,1838,Medium,Low,6,IR-64,Direct Seeding,Sprinkler,Mixed,141,16,No,37220,2160,53589,16369
2020-21,2020,Kharif,Koppal,North,high,58362,263329,4512,85,918,23.7,63,6.22,0.66,190.4,10.5,132.8,166,97,31,1418,Medium,Medium,6,Jyothi,Direct Seeding,Sprinkler,Herbicide,116,26,Yes,51940,2399,108242,56302
2020-21,2020,Rabi,Koppal,North,high,23137,115569,4995,85,349,26.3,76,6.05,0.69,259.3,21.3,110.1,119,98,51,1852,High,Medium,4,JGL-1798,Transplanting,Flood Irrigation,Manual,129,23,No,42216,1842,92007,49791
2020-21,2020,Kharif,Mandya,South,high,37105,178846,4820,90,536,23.9,78,6.29,0.7,282.5,18.5,185.2,126,50,34,834,Low,Medium,5,MTU-1010,Transplanting,Flood Irrigation,Herbicide,101,36,No,38743,1881,90664,51921
2020-21,2020,Rabi,Mandya,South,high,44883,205878,4587,90,275,28.2,71,7.28,0.78,188.7,21.2,233.4,194,92,70,1861,Medium,High,3,Rasi,SRI,Sprinkler,Mixed,146,36,No,54459,2051,94079,39620
2020-21,2020,Kharif,Mysuru,South,medium,25288,98319,3888,70,844,26.8,70,7.41,0.45,295.9,29.8,107.7,175,88,46,718,Low,High,3,MTU-1010,Transplanting,Flood Irrigation,Herbicide,99,18,No,48521,2209,85885,37364
2020-21,2020,Rabi,Mysuru,South,medium,17461,57691,3304,70,253,22.8,65,6.93,0.77,249.4,25.5,238.9,107,105,55,1385,Low,Medium,5,BPT-5204,Direct Seeding,Drip,Manual,119,22,No,51117,2205,72853,21736
2020-21,2020,Kharif,Raichur,North,high,77364,342567,4428,82,840,30.5,69,6.36,0.7,200.4,22.0,189.0,110,62,35,668,High,Low,3,Intan,Direct Seeding,Drip,Manual,99,16,Yes,50440,1981,87718,37278
2020-21,2020,Rabi,Raichur,North,high,19529,76553,3920,82,287,28.8,82,6.54,0.59,156.1,27.9,149.5,104,60,32,1758,Low,Low,3,Jyothi,Direct Seeding,Flood Irrigation,Herbicide,117,34,Yes,44320,1941,76087,31767
